game_order,event,site,Year,round,white,black,result,white_elo,black_elo,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,Index,White Player's Full Name,White Player's Country,Black player's Nationality.Country,Black player's Nationality.Short name
181,"FIDE-Wch k.o.","Groningen",1997,2,"Salov, Valery","Tkachiev, Vladislav","0-1",2680,2615,"","","Tkachiev, Vladislav",2615,"Salov, Valery",2680,-65,"E63",1911,"Salov, Valery","Russia","France","Tkachiev, Vladislav"
168,"FIDE-Wch k.o.","Groningen",1997,2,"Kaidanov, Grigory S","Zvjaginsev, Vadim","0-1",2600,2635,"","","Zvjaginsev, Vadim",2635,"Kaidanov, Grigory S",2600,35,"B53",1898,"Kaidanov, Grigory","United States","Russia","Zvjaginsev, Vadim"
167,"FIDE-Wch k.o.","Groningen",1997,2,"Zvjaginsev, Vadim","Kaidanov, Grigory S","0-1",2635,2600,"","","Kaidanov, Grigory S",2600,"Zvjaginsev, Vadim",2635,-35,"D46",1897,"Zvjaginsev, Vadim","Russia","United States","Kaidanov, Grigory S"
220,"FIDE-Wch k.o.","Groningen",1997,3,"Lautier, Joel","Gelfand, Boris","0-1",2660,2695,"","","Gelfand, Boris",2695,"Lautier, Joel",2660,35,"D48",1950,"Lautier, Joel","France","Israel","Gelfand, Boris"
226,"FIDE-Wch k.o.","Groningen",1997,3,"Milos, Gilberto","Shirov, Alexei","0-1",2590,2700,"","","Shirov, Alexei",2700,"Milos, Gilberto",2590,110,"A26",1956,"Milos, Gilberto","Brazil","Latvia","Shirov, Alexei"
228,"FIDE-Wch k.o.","Groningen",1997,3,"Piket, Jeroen","Van Wely, Loek","0-1",2630,2655,"","","Van Wely, Loek",2655,"Piket, Jeroen",2630,25,"D41",1958,"Piket, Jeroen","Netherlands","Netherlands","Van Wely, Loek"
233,"FIDE-Wch k.o.","Groningen",1997,3,"Gelfand, Boris","Lautier, Joel","0-1",2695,2660,"","","Lautier, Joel",2660,"Gelfand, Boris",2695,-35,"E01",1963,"Gelfand, Boris","Israel","France","Lautier, Joel"
308,"FIDE-Wch k.o.","Groningen",1997,3,"Bareev, Evgeny","Krasenkow, Michal","0-1",2670,2645,"","","Krasenkow, Michal",2645,"Bareev, Evgeny",2670,-25,"A84",2038,"Bareev, Evgeny","Russia","Poland","Krasenkow, Michal"
213,"FIDE-Wch k.o.","Groningen",1997,3,"Sokolov, Andrei","Short, Nigel D","0-1",2585,2660,"","","Short, Nigel D",2660,"Sokolov, Andrei",2585,75,"C78",1943,"Sokolov, Andrei","Bosnia and Herzegovina","England","Short, Nigel D"
177,"FIDE-Wch k.o.","Groningen",1997,3,"Kortschnoj, Viktor","Short, Nigel D","0-1",2610,2660,"","","Short, Nigel D",2660,"Kortschnoj, Viktor",2610,50,"A10",1907,"Kortschnoj, Viktor","Switzerland","England","Short, Nigel D"
176,"FIDE-Wch k.o.","Groningen",1997,3,"Andersson, Ulf","Milov, Vadim","0-1",2640,2635,"","","Milov, Vadim",2635,"Andersson, Ulf",2640,-5,"E62",1906,"Andersson, Ulf","Sweden","Switzerland","Milov, Vadim"
173,"FIDE-Wch k.o.","Groningen",1997,3,"Ehlvest, Jaan","Sadler, Matthew","0-1",2610,2665,"","","Sadler, Matthew",2665,"Ehlvest, Jaan",2610,55,"D94",1903,"Ehlvest, Jaan","Estonia","England","Sadler, Matthew"
209,"FIDE-Wch k.o.","Groningen",1997,3,"Sadler, Matthew","Dreev, Alexey","0-1",2665,2640,"","","Dreev, Alexey",2640,"Sadler, Matthew",2665,-25,"D48",1939,"Sadler, Matthew","England","Russia","Dreev, Alexey"
210,"FIDE-Wch k.o.","Groningen",1997,3,"Milov, Vadim","Georgiev, Kiril","0-1",2635,2670,"","","Georgiev, Kiril",2670,"Milov, Vadim",2635,35,"E49",1940,"Milov, Vadim","Switzerland","Bulgaria","Georgiev, Kiril"
214,"FIDE-Wch k.o.","Groningen",1997,3,"Van Wely, Loek","Piket, Jeroen","0-1",2655,2630,"","","Piket, Jeroen",2630,"Van Wely, Loek",2655,-25,"E94",1944,"Van Wely,","Netherlands","Netherlands","Piket, Jeroen"
237,"FIDE-Wch k.o.","Groningen",1997,4,"Almasi, Zoltan","Anand, Viswanathan","0-1",2615,2765,"","","Anand, Viswanathan",2765,"Almasi, Zoltan",2615,150,"B42",1967,"Almasi, Zoltan","Hungary","India","Anand, Viswanathan"
254,"FIDE-Wch k.o.","Groningen",1997,4,"Svidler, Peter","Adams, Michael","0-1",2660,2680,"","","Adams, Michael",2680,"Svidler, Peter",2660,20,"C92",1984,"Svidler, Peter","Russia","England","Adams, Michael"
260,"FIDE-Wch k.o.","Groningen",1997,4,"Zvjaginsev, Vadim","Dreev, Alexey","0-1",2635,2640,"","","Dreev, Alexey",2640,"Zvjaginsev, Vadim",2635,5,"D45",1990,"Zvjaginsev, Vadim","Russia","Russia","Dreev, Alexey"
264,"FIDE-Wch k.o.","Groningen",1997,4,"Adams, Michael","Svidler, Peter","0-1",2680,2660,"","","Svidler, Peter",2660,"Adams, Michael",2680,-20,"B22",1994,"Adams, Michael","England","Russia","Svidler, Peter"
289,"FIDE-Wch k.o.","Groningen",1997,4,"Beliavsky, Alexander G","Short, Nigel D","0-1",2710,2660,"","","Short, Nigel D",2660,"Beliavsky, Alexander G",2710,-50,"D37",2019,"Beliavsky, Alexander","Slovenia","England","Short, Nigel D"
317,"FIDE-Wch k.o.","Groningen",1997,4,"Svidler, Peter","Adams, Michael","0-1",2660,2680,"","","Adams, Michael",2680,"Svidler, Peter",2660,20,"C89",2047,"Svidler, Peter","Russia","England","Adams, Michael"
310,"FIDE-Wch k.o.","Groningen",1997,4,"Khalifman, Alexander","Anand, Viswanathan","0-1",2655,2765,"","","Anand, Viswanathan",2765,"Khalifman, Alexander",2655,110,"E11",2040,"Khalifman, Alexander","Russia","India","Anand, Viswanathan"
230,"FIDE-Wch k.o.","Groningen",1997,4,"Lautier, Joel","Gelfand, Boris","0-1",2660,2695,"","","Gelfand, Boris",2695,"Lautier, Joel",2660,35,"D23",1960,"Lautier, Joel","France","Israel","Gelfand, Boris"
269,"FIDE-Wch k.o.","Groningen",1997,5,"Dreev, Alexey","Gelfand, Boris","0-1",2640,2695,"","","Gelfand, Boris",2695,"Dreev, Alexey",2640,55,"D12",1999,"Dreev, Alexey","Russia","Israel","Gelfand, Boris"
261,"FIDE-Wch k.o.","Groningen",1997,5,"Tkachiev, Vladislav","Gelfand, Boris","0-1",2615,2695,"","","Gelfand, Boris",2695,"Tkachiev, Vladislav",2615,80,"B25",1991,"Tkachiev, Vladislav","Kazakhstan","Israel","Gelfand, Boris"
267,"FIDE-Wch k.o.","Groningen",1997,5,"Krasenkow, Michal","Short, Nigel D","0-1",2645,2660,"","","Short, Nigel D",2660,"Krasenkow, Michal",2645,15,"E07",1997,"Krasenkow, Michal","Poland","England","Short, Nigel D"
277,"FIDE-Wch k.o.","Groningen",1997,7,"Short, Nigel D","Adams, Michael","0-1",2660,2680,"","","Adams, Michael",2680,"Short, Nigel D",2660,20,"B17",2007,"Short, Nigel","England","England","Adams, Michael"
83,"FIDE-Wch k.o.","Groningen",1997,1,"Istratescu, Andrei","Chernin, Alexander","1-0",2550,2640,"","","Istratescu, Andrei",2550,"Chernin, Alexander",2640,-90,"A42",1813,"Istratescu, Andrei","Romania","Israel","Chernin, Alexander"
59,"FIDE-Wch k.o.","Groningen",1997,1,"Granda Zuniga, Julio E","Kurajica, Bojan","1-0",2625,2545,"","","Granda Zuniga, Julio E",2625,"Kurajica, Bojan",2545,80,"E11",1789,"Granda Zuniga,","E  Peru","Bosnia","Kurajica, Bojan"
49,"FIDE-Wch k.o.","Groningen",1997,1,"Miladinovic, Igor","Hansen, Curt","1-0",2500,2600,"","","Miladinovic, Igor",2500,"Hansen, Curt",2600,-100,"A45",1779,"Miladinovic, Igor","Serbia","Denmark","Hansen, Curt"
46,"FIDE-Wch k.o.","Groningen",1997,1,"Morozevich, Alexander","Smyslov, Vassily","1-0",2590,2480,"","","Morozevich, Alexander",2590,"Smyslov, Vassily",2480,110,"B18",1776,"Morozevich, Alexander","Russia","Russia","Smyslov, Vassily"
44,"FIDE-Wch k.o.","Groningen",1997,1,"Nenashev, Alexander","Hoeksema, Hendrik Pieter","1-0",2585,2400,"","","Nenashev, Alexander",2585,"Hoeksema, Hendrik Pieter",2400,185,"E20",1774,"Nenashev, Alexander","Russia","Netherlands","Hoeksema, Hendrik Pieter"
43,"FIDE-Wch k.o.","Groningen",1997,1,"Nijboer, Friso","Glek, Igor V","1-0",2605,2505,"","","Nijboer, Friso",2605,"Glek, Igor V",2505,100,"B12",1773,"Nijboer, Friso","Netherlands","Russia","Glek, Igor V"
61,"FIDE-Wch k.o.","Groningen",1997,1,"Ehlvest, Jaan","Van der Wiel, John TH","1-0",2610,2525,"","","Ehlvest, Jaan",2610,"Van der Wiel, John TH",2525,85,"B32",1791,"Ehlvest, Jaan","Estonia","Netherlands","Van der Wiel, John TH"
78,"FIDE-Wch k.o.","Groningen",1997,1,"Hjartarson, Johann","Sulskis, Sarunas","1-0",2605,2510,"","","Hjartarson, Johann",2605,"Sulskis, Sarunas",2510,95,"A29",1808,"Hjartarson, Johann","Iceland","Lithuania","Sulskis, Sarunas"
71,"FIDE-Wch k.o.","Groningen",1997,1,"Seirawan, Yasser","Anastasian, Ashot","1-0",2630,2545,"","","Seirawan, Yasser",2630,"Anastasian, Ashot",2545,85,"A36",1801,"Seirawan, Yasser","United States","Armenia","Anastasian, Ashot"
66,"FIDE-Wch k.o.","Groningen",1997,1,"Almasi, Zoltan","Peng Xiaomin","1-0",2615,2530,"","","Almasi, Zoltan",2615,"Peng Xiaomin",2530,85,"C88",1796,"Almasi, Zoltan","Hungary","China","Peng Xiaomin"
74,"FIDE-Wch k.o.","Groningen",1997,1,"Yermolinsky, Alex","Kindermann, Stefan","1-0",2650,2570,"","","Yermolinsky, Alex",2650,"Kindermann, Stefan",2570,80,"E99",1804,"Yermolinsky, Alex","United States","Germany","Kindermann, Stefan"
17,"FIDE-Wch k.o.","Groningen",1997,1,"Milos, Gilberto","Murshed, Niaz","1-0",2590,2490,"","","Milos, Gilberto",2590,"Murshed, Niaz",2490,100,"B47",1747,"Milos, Gilberto","Brazil","Bangladesh","Murshed, Niaz"
16,"FIDE-Wch k.o.","Groningen",1997,1,"Malaniuk, Vladimir P","Hamdouchi, Hichem","1-0",2615,2535,"","","Malaniuk, Vladimir P",2615,"Hamdouchi, Hichem",2535,80,"A03",1746,"Malaniuk, Vladimir","Ukraine","Morocco","Hamdouchi, Hichem"
13,"FIDE-Wch k.o.","Groningen",1997,1,"Kortschnoj, Viktor","Hernandez, Gilberto","1-0",2610,2525,"","","Kortschnoj, Viktor",2610,"Hernandez, Gilberto",2525,85,"A53",1743,"Kortschnoj, Viktor","Switzerland","Mexico","Hernandez, Gilberto"
81,"FIDE-Wch k.o.","Groningen",1997,1,"Kindermann, Stefan","Yermolinsky, Alex","1-0",2570,2650,"","","Kindermann, Stefan",2570,"Yermolinsky, Alex",2650,-80,"C02",1811,"Kindermann, Stefan","Germany","United States","Yermolinsky, Alex"
10,"FIDE-Wch k.o.","Groningen",1997,1,"Hansen, Curt","Miladinovic, Igor","1-0",2600,2500,"","","Hansen, Curt",2600,"Miladinovic, Igor",2500,100,"B48",1740,"Hansen, Curt","United States","Serbia","Miladinovic, Igor"
8,"FIDE-Wch k.o.","Groningen",1997,1,"Glek, Igor V","Nijboer, Friso","1-0",2505,2605,"","","Glek, Igor V",2505,"Nijboer, Friso",2605,-100,"A08",1738,"Glek, Igor","Germany","Netherlands","Nijboer, Friso"
3,"FIDE-Wch k.o.","Groningen",1997,1,"Adianto, Utut","Wang Zili","1-0",2610,2520,"","","Adianto, Utut",2610,"Wang Zili",2520,90,"D00",1733,"Adianto, Utut","Indonesia","China","Wang Zili"
2,"FIDE-Wch k.o.","Groningen",1997,1,"Alterman, Boris","Wells, Peter K","1-0",2615,2530,"","","Alterman, Boris",2615,"Wells, Peter K",2530,85,"E48",1732,"Alterman, Boris","Israel","England","Wells, Peter K"
299,"FIDE-Wch k.o.","Groningen",1997,1,"Yermolinsky, Alex","Kindermann, Stefan","1-0",2650,2570,"","","Yermolinsky, Alex",2650,"Kindermann, Stefan",2570,80,"E74",2029,"Yermolinsky, Alex","United States","Germany","Kindermann, Stefan"
294,"FIDE-Wch k.o.","Groningen",1997,1,"Kindermann, Stefan","Yermolinsky, Alex","1-0",2570,2650,"","","Kindermann, Stefan",2570,"Yermolinsky, Alex",2650,-80,"C02",2024,"Kindermann, Stefan","Germany","United States","Yermolinsky, Alex"
25,"FIDE-Wch k.o.","Groningen",1997,1,"Sokolov, Andrei","Kobese, Watu","1-0",2585,2315,"","","Sokolov, Andrei",2585,"Kobese, Watu",2315,270,"C82",1755,"Sokolov, Andrei","Bosnia and Herzegovina","South","Kobese, Watu"
295,"FIDE-Wch k.o.","Groningen",1997,1,"Krasenkow, Michal","Van der Sterren, Paul","1-0",2645,2555,"","","Krasenkow, Michal",2645,"Van der Sterren, Paul",2555,90,"D37",2025,"Krasenkow, Michal","Poland","Netherlands","Van der Sterren, Paul"
23,"FIDE-Wch k.o.","Groningen",1997,1,"Slobodjan, Roman","Leko, Peter","1-0",2550,2635,"","","Slobodjan, Roman",2550,"Leko, Peter",2635,-85,"B83",1753,"Slobodjan, Roman","Germany","Hungary","Leko, Peter"
296,"FIDE-Wch k.o.","Groningen",1997,1,"Kurajica, Bojan","Granda Zuniga, Julio E","1-0",2545,2625,"","","Kurajica, Bojan",2545,"Granda Zuniga, Julio E",2625,-80,"D05",2026,"Kurajica, Bojan","Bosnia and Herzegovina","Peru","Granda Zuniga, Julio E"
30,"FIDE-Wch k.o.","Groningen",1997,1,"Chernin, Alexander","Istratescu, Andrei","1-0",2640,2550,"","","Chernin, Alexander",2640,"Istratescu, Andrei",2550,90,"A26",1760,"Chernin, Alexander","Hungary","Romania","Istratescu, Andrei"
20,"FIDE-Wch k.o.","Groningen",1997,1,"Rublevsky, Sergei","Spraggett, Kevin","1-0",2650,2575,"","","Rublevsky, Sergei",2650,"Spraggett, Kevin",2575,75,"B18",1750,"Rublevsky, Sergei","Russia","Canada","Spraggett, Kevin"
137,"FIDE-Wch k.o.","Groningen",1997,2,"Vaganian, Rafael A","Bologan, Viktor","1-0",2640,2585,"","","Vaganian, Rafael A",2640,"Bologan, Viktor",2585,55,"E63",1867,"Vaganian, Rafael","Armenia","Moldova","Bologan, Viktor"
140,"FIDE-Wch k.o.","Groningen",1997,2,"Sokolov, Andrei","Istratescu, Andrei","1-0",2585,2550,"","","Sokolov, Andrei",2585,"Istratescu, Andrei",2550,35,"B51",1870,"Sokolov, Andrei","Bosnia and Herzegovina","Romania","Istratescu, Andrei"
159,"FIDE-Wch k.o.","Groningen",1997,2,"Epishin, Vladimir","Sokolov, Ivan","1-0",2570,2635,"","","Epishin, Vladimir",2570,"Sokolov, Ivan",2635,-65,"D51",1889,"Epishin, Vladimir","Russia","Netherlands","Sokolov, Ivan"
157,"FIDE-Wch k.o.","Groningen",1997,2,"Anand, Viswanathan","Nikolic, Predrag","1-0",2765,2630,"","","Anand, Viswanathan",2765,"Nikolic, Predrag",2630,135,"C18",1887,"Anand, Viswanathan","India","Bosnia","Nikolic, Predrag"
155,"FIDE-Wch k.o.","Groningen",1997,2,"Jussupow, Artur","Gretarsson, Helgi Ass","1-0",2640,2475,"","","Jussupow, Artur",2640,"Gretarsson, Helgi Ass",2475,165,"D16",1885,"Jussupow, Artur","Germany","Iceland","Gretarsson, Helgi Ass"
154,"FIDE-Wch k.o.","Groningen",1997,2,"Khalifman, Alexander","Nijboer, Friso","1-0",2655,2605,"","","Khalifman, Alexander",2655,"Nijboer, Friso",2605,50,"E62",1884,"Khalifman, Alexander","Russia","Netherlands","Nijboer, Friso"
147,"FIDE-Wch k.o.","Groningen",1997,2,"Piket, Jeroen","Topalov, Veselin","1-0",2630,2745,"","","Piket, Jeroen",2630,"Topalov, Veselin",2745,-115,"D39",1877,"Piket, Jeroen","Netherlands","Bulgaria","Topalov, Veselin"
105,"FIDE-Wch k.o.","Groningen",1997,2,"Adams, Michael","Giorgadze, Giorgi","1-0",2680,2625,"","","Adams, Michael",2680,"Giorgadze, Giorgi",2625,55,"C95",1835,"Adams, Michael","England","Russia","Giorgadze, Giorgi"
100,"FIDE-Wch k.o.","Groningen",1997,2,"Luther, Thomas","Portisch, Lajos","1-0",2525,2610,"","","Luther, Thomas",2525,"Portisch, Lajos",2610,-85,"C45",1830,"Luther, Thomas","Germany","Hungary","Portisch, Lajos"
96,"FIDE-Wch k.o.","Groningen",1997,2,"Shaked, Tal","Morovic Fernandez, Ivan","1-0",2500,2600,"","","Shaked, Tal",2500,"Morovic Fernandez, Ivan",2600,-100,"C26",1826,"Shaked, Tal","United States","Chile","Morovic Fernandez, Ivan"
92,"FIDE-Wch k.o.","Groningen",1997,2,"Hracek, Zbynek","Barua, Dibyendu","1-0",2605,2515,"","","Hracek, Zbynek",2605,"Barua, Dibyendu",2515,90,"C43",1822,"Hracek, Zbynek","Czech Republic","India","Barua, Dibyendu"
90,"FIDE-Wch k.o.","Groningen",1997,2,"Istratescu, Andrei","Chernin, Alexander","1-0",2550,2640,"","","Istratescu, Andrei",2550,"Chernin, Alexander",2640,-90,"C00",1820,"Istratescu, Andrei","Romania","Israel","Chernin, Alexander"
106,"FIDE-Wch k.o.","Groningen",1997,2,"Andersson, Ulf","Milov, Vadim","1-0",2640,2635,"","","Andersson, Ulf",2640,"Milov, Vadim",2635,5,"E02",1836,"Andersson, Ulf","Sweden","Switzerland","Milov, Vadim"
123,"FIDE-Wch k.o.","Groningen",1997,2,"Bareev, Evgeny","Malaniuk, Vladimir P","1-0",2670,2615,"","","Bareev, Evgeny",2670,"Malaniuk, Vladimir P",2615,55,"A81",1853,"Bareev, Evgeny","Russia","Ukraine","Malaniuk, Vladimir P"
122,"FIDE-Wch k.o.","Groningen",1997,2,"Milos, Gilberto","Kindermann, Stefan","1-0",2590,2570,"","","Milos, Gilberto",2590,"Kindermann, Stefan",2570,20,"C18",1852,"Milos, Gilberto","Brazil","Germany","Kindermann, Stefan"
160,"FIDE-Wch k.o.","Groningen",1997,2,"Dreev, Alexey","Nenashev, Alexander","1-0",2640,2585,"","","Dreev, Alexey",2640,"Nenashev, Alexander",2585,55,"D34",1890,"Dreev, Alexey","Russia","Russia","Nenashev, Alexander"
113,"FIDE-Wch k.o.","Groningen",1997,2,"Sokolov, Ivan","Epishin, Vladimir","1-0",2635,2570,"","","Sokolov, Ivan",2635,"Epishin, Vladimir",2570,65,"E42",1843,"Sokolov, Ivan","Bosnia and Herzegovina","Russia","Epishin, Vladimir"
112,"FIDE-Wch k.o.","Groningen",1997,2,"Svidler, Peter","Adianto, Utut","1-0",2660,2610,"","","Svidler, Peter",2660,"Adianto, Utut",2610,50,"C82",1842,"Svidler, Peter","Russia","Indonesia","Adianto, Utut"
166,"FIDE-Wch k.o.","Groningen",1997,2,"Tkachiev, Vladislav","Salov, Valery","1-0",2615,2680,"","","Tkachiev, Vladislav",2615,"Salov, Valery",2680,-65,"A04",1896,"Tkachiev, Vladislav","Kazakhstan","Russia","Salov, Valery"
163,"FIDE-Wch k.o.","Groningen",1997,2,"Epishin, Vladimir","Sokolov, Ivan","1-0",2570,2635,"","","Epishin, Vladimir",2570,"Sokolov, Ivan",2635,-65,"E15",1893,"Epishin, Vladimir","Russia","Netherlands","Sokolov, Ivan"
302,"FIDE-Wch k.o.","Groningen",1997,2,"Zvjaginsev, Vadim","Benjamin, Joel","1-0",2635,2580,"","","Zvjaginsev, Vadim",2635,"Benjamin, Joel",2580,55,"A46",2032,"Zvjaginsev, Vadim","Russia","United States","Benjamin, Joel"
303,"FIDE-Wch k.o.","Groningen",1997,2,"Krasenkow, Michal","Garcia, Gildardo","1-0",2645,2480,"","","Krasenkow, Michal",2645,"Garcia, Gildardo",2480,165,"A17",2033,"Krasenkow, Michal","Poland","Colombia","Garcia, Gildardo"
304,"FIDE-Wch k.o.","Groningen",1997,2,"Seirawan, Yasser","Ivanchuk, Vassily","1-0",2630,2725,"","","Seirawan, Yasser",2630,"Ivanchuk, Vassily",2725,-95,"E70",2034,"Seirawan, Yasser","United States","Ukraine","Ivanchuk, Vassily"
306,"FIDE-Wch k.o.","Groningen",1997,2,"Milov, Vadim","Andersson, Ulf","1-0",2635,2640,"","","Milov, Vadim",2635,"Andersson, Ulf",2640,-5,"A40",2036,"Milov, Vadim","Switzerland","Sweden","Andersson, Ulf"
307,"FIDE-Wch k.o.","Groningen",1997,2,"Akopian, Vladimir","Luther, Thomas","1-0",2660,2525,"","","Akopian, Vladimir",2660,"Luther, Thomas",2525,135,"A35",2037,"Akopian, Vladimir","Armenia","Germany","Luther, Thomas"
186,"FIDE-Wch k.o.","Groningen",1997,2,"Andersson, Ulf","Milov, Vadim","1-0",2640,2635,"","","Andersson, Ulf",2640,"Milov, Vadim",2635,5,"A49",1916,"Andersson, Ulf","Sweden","Switzerland","Milov, Vadim"
178,"FIDE-Wch k.o.","Groningen",1997,2,"Aleksandrov, Aleksej","Hjartarson, Johann","1-0",2660,2605,"","","Aleksandrov, Aleksej",2660,"Hjartarson, Johann",2605,55,"E52",1908,"Aleksandrov, Aleksej","Belarus","Iceland","Hjartarson, Johann"
170,"FIDE-Wch k.o.","Groningen",1997,2,"Sadler, Matthew","Ehlvest, Jaan","1-0",2665,2610,"","","Sadler, Matthew",2665,"Ehlvest, Jaan",2610,55,"A42",1900,"Sadler, Matthew","England","Estonia","Ehlvest, Jaan"
164,"FIDE-Wch k.o.","Groningen",1997,2,"Milov, Vadim","Andersson, Ulf","1-0",2635,2640,"","","Milov, Vadim",2635,"Andersson, Ulf",2640,-5,"D35",1894,"Milov, Vadim","Switzerland","Sweden","Andersson, Ulf"
174,"FIDE-Wch k.o.","Groningen",1997,2,"Georgiev, Kiril","Alterman, Boris","1-0",2670,2615,"","","Georgiev, Kiril",2670,"Alterman, Boris",2615,55,"C24",1904,"Georgiev, Kiril","Bulgaria","Israel","Alterman, Boris"
222,"FIDE-Wch k.o.","Groningen",1997,3,"Tkachiev, Vladislav","Oll, Lembit","1-0",2615,2645,"","","Tkachiev, Vladislav",2615,"Oll, Lembit",2645,-30,"B50",1952,"Tkachiev, Vladislav","Kazakhstan","Estonia","Oll, Lembit"
224,"FIDE-Wch k.o.","Groningen",1997,3,"Beliavsky, Alexander G","Rublevsky, Sergei","1-0",2710,2650,"","","Beliavsky, Alexander G",2710,"Rublevsky, Sergei",2650,60,"E01",1954,"Beliavsky, Alexander","Slovenia","Russia","Rublevsky, Sergei"
225,"FIDE-Wch k.o.","Groningen",1997,3,"Zvjaginsev, Vadim","Seirawan, Yasser","1-0",2635,2630,"","","Zvjaginsev, Vadim",2635,"Seirawan, Yasser",2630,5,"D63",1955,"Zvjaginsev, Vadim","Russia","United States","Seirawan, Yasser"
309,"FIDE-Wch k.o.","Groningen",1997,3,"Short, Nigel D","Sokolov, Andrei","1-0",2660,2585,"","","Short, Nigel D",2660,"Sokolov, Andrei",2585,75,"B83",2039,"Short, Nigel","England","Bosnia","Sokolov, Andrei"
175,"FIDE-Wch k.o.","Groningen",1997,3,"Zvjaginsev, Vadim","Kaidanov, Grigory S","1-0",2635,2600,"","","Zvjaginsev, Vadim",2635,"Kaidanov, Grigory S",2600,35,"D46",1905,"Zvjaginsev, Vadim","Russia","United States","Kaidanov, Grigory S"
188,"FIDE-Wch k.o.","Groningen",1997,3,"Svidler, Peter","Epishin, Vladimir","1-0",2660,2570,"","","Svidler, Peter",2660,"Epishin, Vladimir",2570,90,"B12",1918,"Svidler, Peter","Russia","Russia","Epishin, Vladimir"
196,"FIDE-Wch k.o.","Groningen",1997,3,"Adams, Michael","Tiviakov, Sergei","1-0",2680,2590,"","","Adams, Michael",2680,"Tiviakov, Sergei",2590,90,"B51",1926,"Adams, Michael","England","Netherlands","Tiviakov, Sergei"
200,"FIDE-Wch k.o.","Groningen",1997,3,"Azmaiparashvili, Zurab","Aleksandrov, Aleksej","1-0",2645,2660,"","","Azmaiparashvili, Zurab",2645,"Aleksandrov, Aleksej",2660,-15,"C45",1930,"Azmaiparashvili, Zurab","Georgia","Belarus","Aleksandrov, Aleksej"
208,"FIDE-Wch k.o.","Groningen",1997,3,"Almasi, Zoltan","Jussupow, Artur","1-0",2615,2640,"","","Almasi, Zoltan",2615,"Jussupow, Artur",2640,-25,"C26",1938,"Almasi, Zoltan","Hungary","Germany","Jussupow, Artur"
217,"FIDE-Wch k.o.","Groningen",1997,4,"Van Wely, Loek","Piket, Jeroen","1-0",2655,2630,"","","Van Wely, Loek",2655,"Piket, Jeroen",2630,25,"E94",1947,"Van Wely,","Netherlands","Netherlands","Piket, Jeroen"
252,"FIDE-Wch k.o.","Groningen",1997,4,"Tkachiev, Vladislav","Gelfand, Boris","1-0",2615,2695,"","","Tkachiev, Vladislav",2615,"Gelfand, Boris",2695,-80,"B25",1982,"Tkachiev, Vladislav","Kazakhstan","Israel","Gelfand, Boris"
259,"FIDE-Wch k.o.","Groningen",1997,4,"Gelfand, Boris","Tkachiev, Vladislav","1-0",2695,2615,"","","Gelfand, Boris",2695,"Tkachiev, Vladislav",2615,80,"D27",1989,"Gelfand, Boris","Israel","France","Tkachiev, Vladislav"
263,"FIDE-Wch k.o.","Groningen",1997,4,"Dreev, Alexey","Zvjaginsev, Vadim","1-0",2640,2635,"","","Dreev, Alexey",2640,"Zvjaginsev, Vadim",2635,5,"E32",1993,"Dreev, Alexey","Russia","Russia","Zvjaginsev, Vadim"
290,"FIDE-Wch k.o.","Groningen",1997,4,"Short, Nigel D","Beliavsky, Alexander G","1-0",2660,2710,"","","Short, Nigel D",2660,"Beliavsky, Alexander G",2710,-50,"C92",2020,"Short, Nigel","England","Slovakia","Beliavsky, Alexander G"
316,"FIDE-Wch k.o.","Groningen",1997,4,"Short, Nigel D","Beliavsky, Alexander G","1-0",2660,2710,"","","Short, Nigel D",2660,"Beliavsky, Alexander G",2710,-50,"B07",2046,"Short, Nigel","England","Slovakia","Beliavsky, Alexander G"
216,"FIDE-Wch k.o.","Groningen",1997,4,"Akopian, Vladimir","Vaganian, Rafael A","1-0",2660,2640,"","","Akopian, Vladimir",2660,"Vaganian, Rafael A",2640,20,"A11",1946,"Akopian, Vladimir","Armenia","Armenia","Vaganian, Rafael A"
251,"FIDE-Wch k.o.","Groningen",1997,4,"Anand, Viswanathan","Almasi, Zoltan","1-0",2765,2615,"","","Anand, Viswanathan",2765,"Almasi, Zoltan",2615,150,"E97",1981,"Anand, Viswanathan","India","Hungary","Almasi, Zoltan"
248,"FIDE-Wch k.o.","Groningen",1997,4,"Shirov, Alexei","Akopian, Vladimir","1-0",2700,2660,"","","Shirov, Alexei",2700,"Akopian, Vladimir",2660,40,"B81",1978,"Shirov, Alexei","Latvia","Russia","Akopian, Vladimir"
239,"FIDE-Wch k.o.","Groningen",1997,4,"Beliavsky, Alexander G","Short, Nigel D","1-0",2710,2660,"","","Beliavsky, Alexander G",2710,"Short, Nigel D",2660,50,"A40",1969,"Beliavsky, Alexander","Slovenia","England","Short, Nigel D"
234,"FIDE-Wch k.o.","Groningen",1997,4,"Gelfand, Boris","Lautier, Joel","1-0",2695,2660,"","","Gelfand, Boris",2695,"Lautier, Joel",2660,35,"D00",1964,"Gelfand, Boris","Israel","France","Lautier, Joel"
244,"FIDE-Wch k.o.","Groningen",1997,4,"Van Wely, Loek","Georgiev, Kiril","1-0",2655,2670,"","","Van Wely, Loek",2655,"Georgiev, Kiril",2670,-15,"E15",1974,"Van Wely,","Netherlands","Bulgaria","Georgiev, Kiril"
