eco,eco_name,eco_example,eco_type,eco_group,openings.name,openings.link,openings.color,openings.total_games,openings.eco,openings.last_played,Performance,openings.avg_player,Wins,Draws,Loses,openings.moves
"B00","Uncommon King's Pawn Opening","1 e4","B","Semi-Open (exc French)","Borg Defense, Borg Gambit","https://old.chesstempo.com/gamedb/opening/2764","black",52,"B00","26-01-2020",1947,"2006",0.385,0.115,0.5,"1.e4 g5 2.d4 Ag7"
"B07","Pirc","1 e4 d6 2 d4 Nf6","B","Semi-Open (exc French)","Czech Defense, General","https://old.chesstempo.com/gamedb/opening/342","black",7905,"B07","28-03-2021",2144,"2193",0.334,0.251,0.416,"1.e4 d6 2.d4 Cf6 3.Cc3 c6"
"B10","Caro-Kann","1 e4 c6","B","Semi-Open (exc French)","Caro-Kann Defense, Accelerated Panov Attack","https://old.chesstempo.com/gamedb/opening/241","black",1040,"B10","28-02-2021",2033,"2057",0.222,0.249,0.529,"1.e4 c6 2.c4 d5"
"B11","Caro-Kann, Two Knights, 3...Bg4","1 e4 c6 2 Nc3 d5 3 Nf3 Bg4","B","Semi-Open (exc French)","Caro-Kann Defense, Two Knights Attack, Mindeno Variation","https://old.chesstempo.com/gamedb/opening/309","black",773,"B11","23-01-2021",2141,"2160",0.373,0.286,0.341,"1.e4 c6 2.Cc3 d5 3.Cf3 Ag4"
"B12","Caro-Kann Defense","1 e4 c6 2 d4","B","Semi-Open (exc French)","Caro-Kann Defense, Advance Variation","https://old.chesstempo.com/gamedb/opening/245","white",6657,"B12","18-03-2021",2229,"2206",0.405,0.285,0.309,"1.e4 c6 2.d4 d5 3.e5"
"B13","Caro-Kann, Exchange","1 e4 c6 2 d4 d5 3 exd5 cxd5","B","Semi-Open (exc French)","Caro-Kann Defense, Exchange Variation, Rubinstein Variation","https://old.chesstempo.com/gamedb/opening/267","white",3548,"B13","15-03-2021",2179,"2139",0.356,0.347,0.298,"1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Ad3 Cc6 5.c3 Cf6 6.Af4"
"B14","Caro-Kann, Panov-Botvinnik Attack","1 e4 c6 2 d4 d5 3 exd5 cxd5 4 c4 Nf6 5 Nc3 e6","B","Semi-Open (exc French)","Caro-Kann Defense, Panov Attack","https://old.chesstempo.com/gamedb/opening/294","black",5318,"B14","14-03-2021",2152,"2189",0.263,0.311,0.426,"1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Cf6 5.Cc3 e6"
"B15","Caro-Kann","1 e4 c6 2 d4 d5 3 Nc3","B","Semi-Open (exc French)","Caro-Kann Defense, Alekhine Gambit","https://old.chesstempo.com/gamedb/opening/255","white",62,"B15","23-01-2020",2133,"2085",0.419,0.29,0.29,"1.e4 c6 2.d4 d5 3.Cc3 dxe4 4.Cxe4 Cf6 5.Ad3"
"B16","Caro-Kann, Bronstein-Larsen Variation","1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Nf6 5 Nxf6+ gxf6","B","Semi-Open (exc French)","Caro-Kann Defense, Bronstein-Larsen Variation","https://old.chesstempo.com/gamedb/opening/258","black",3960,"B16","17-03-2021",2167,"2230",0.287,0.279,0.434,"1.e4 c6 2.d4 d5 3.Cc3 dxe4 4.Cxe4 Cf6 5.Cxf6+ gxf6"
"B17","Caro-Kann, Steinitz Variation","1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Nd7","B","Semi-Open (exc French)","Caro-Kann Defense, Karpov Variation","https://old.chesstempo.com/gamedb/opening/278","black",4211,"B17","22-01-2021",2167,"2205",0.276,0.401,0.323,"1.e4 c6 2.d4 d5 3.Cc3 dxe4 4.Cxe4 Cd7"
"B18","Caro-Kann, Classical","1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Bf5","B","Semi-Open (exc French)","Caro-Kann Defense, Classical Variation","https://old.chesstempo.com/gamedb/opening/259","black",8199,"B18","21-03-2021",2141,"2159",0.321,0.343,0.336,"1.e4 c6 2.d4 d5 3.Cc3 dxe4 4.Cxe4 Af5"
"B19","Caro-Kann, Classical","1 e4 c6 2 d4 d5 3 Nc3 dxe4 4 Nxe4 Bf5 5 Ng3 Bg6 6 h4 h6 7 Nf3 Nd7","B","Semi-Open (exc French)","Caro-Kann Defense, Classical Variation, Lobron System","https://old.chesstempo.com/gamedb/opening/261","black",2930,"B19","21-01-2021",2279,"2315",0.301,0.381,0.318,"1.e4 c6 2.d4 d5 3.Cc3 dxe4 4.Cxe4 Af5 5.Cg3 Ag6 6.h4 h6 7.Cf3 Cd7 8.h5 Ah7 9.Ad3 Axd3 10.Dxd3 e6 11.Ad2 Cgf6 12.O-O-O Ae7"
"B06","Robatsch","1 e4 g6","B","Semi-Open (exc French)","Modern Defense, Anti-Modern","https://old.chesstempo.com/gamedb/opening/1286","white",34,"B06","09-06-2016",2401,"2267",0.618,0.147,0.235,"1.e4 g6 2.d4 Ag7 3.Cc3 d6 4.Ac4 c6 5.De2"
"B09","Pirc, Austrian Attack","1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 f4","B","Semi-Open (exc French)","Pirc Defense, Austrian Attack","https://old.chesstempo.com/gamedb/opening/1518","white",1298,"B09","10-03-2021",2197,"2124",0.522,0.218,0.26,"1.e4 d6 2.d4 Cf6 3.Cc3 g6 4.f4"
"B08","Pirc, Classical","1 e4 d6 2 d4 Nf6 3 Nc3 g6 4 Nf3","B","Semi-Open (exc French)","Pirc Defense, Classical Variation, Quiet System","https://old.chesstempo.com/gamedb/opening/1530","white",3141,"B08","17-02-2021",2273,"2229",0.366,0.327,0.307,"1.e4 d6 2.d4 Cf6 3.Cc3 g6 4.Cf3 Ag7 5.Ae2"
"B01","Scandinavian","1 e4 d5","B","Semi-Open (exc French)","Scandinavian Defense, Anderssen Counterattack","https://old.chesstempo.com/gamedb/opening/1888","black",273,"B01","04-01-2020",1995,"2062",0.256,0.209,0.535,"1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 e5"
"B34","Sicilian, Accelerated Fianchetto","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 Nxc6","B","Semi-Open (exc French)","Sicilian Defense, Accelerated Dragon, Exchange Variation","https://old.chesstempo.com/gamedb/opening/2008","white",786,"B34","28-02-2021",1957,"1967",0.286,0.213,0.501,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 g6 5.Cxc6"
"B36","Sicilian, Accelerated Fianchetto","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4","B","Semi-Open (exc French)","Sicilian Defense, Accelerated Dragon, General","https://old.chesstempo.com/gamedb/opening/2007","black",2437,"B36","26-02-2021",2062,"2053",0.488,0.241,0.27,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 g6"
"B38","Sicilian, Accelerated Fianchetto, Maroczy Bind, 6.Be3","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7 6 Be3","B","Semi-Open (exc French)","Sicilian Defense, Accelerated Dragon, Maroczy Bind","https://old.chesstempo.com/gamedb/opening/2009","white",7635,"B38","10-03-2021",2272,"2229",0.42,0.348,0.232,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 g6 5.c4 Ag7 6.Ae3"
"B39","Sicilian, Accelerated Fianchetto, Breyer Variation","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 c4 Bg7 6 Be3 Nf6 7 Nc3 Ng4","B","Semi-Open (exc French)","Sicilian Defense, Accelerated Dragon, Maroczy Bind, Breyer Variation","https://old.chesstempo.com/gamedb/opening/2010","black",3057,"B39","20-02-2021",2192,"2247",0.216,0.339,0.445,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 g6 5.c4 Ag7 6.Ae3 Cf6 7.Cc3 Cg4"
"B35","Sicilian, Accelerated Fianchetto, Modern Variation with Bc4","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 g6 5 Nc3 Bg7 6 Be3 Nf6 7 Bc4","B","Semi-Open (exc French)","Sicilian Defense, Accelerated Dragon, Modern Bc4 Variation","https://old.chesstempo.com/gamedb/opening/2013","white",10346,"B35","28-03-2021",2239,"2210",0.386,0.3,0.313,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 g6 5.Cc3 Ag7 6.Ae3 Cf6 7.Ac4"
"B27","Sicilian","1 e4 c5 2 Nf3","B","Semi-Open (exc French)","Sicilian Defense, Acton Extension","https://old.chesstempo.com/gamedb/opening/2016","black",7,"B27","30-12-2019",2118,"2196",0.143,0.571,0.286,"1.e4 c5 2.Cf3 g6 3.c4 Ah6"
"B22","Sicilian, Alapin","1 e4 c5 2 c3","B","Semi-Open (exc French)","Sicilian Defense, Alapin Variation, Barmen Defense","https://old.chesstempo.com/gamedb/opening/2017","black",16091,"B22","15-03-2021",2180,"2209",0.321,0.348,0.331,"1.e4 c5 2.c3 d5 3.exd5 Dxd5"
"B20","Sicilian","1 e4 c5","B","Semi-Open (exc French)","Sicilian Defense, Big Clamp Formation","https://old.chesstempo.com/gamedb/opening/2028","white",16,"B20","01-02-2018",1998,"2077",0.313,0.25,0.438,"1.e4 c5 2.d3 Cc6 3.c3 d6 4.f4"
"B59","Sicilian, Boleslavsky Variation, 7.Nb3","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 d6 6 Be2 e5 7 Nb3","B","Semi-Open (exc French)","Sicilian Defense, Boleslavsky Variation","https://old.chesstempo.com/gamedb/opening/2029","white",2493,"B59","19-03-2021",2149,"2151",0.213,0.3,0.486,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ae2 e5 7.Cb3"
"B58","Sicilian","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 d6 6 Be2","B","Semi-Open (exc French)","Sicilian Defense, Boleslavsky Variation, General Variation","https://old.chesstempo.com/gamedb/opening/2030","black",1903,"B58","05-12-2020",2310,"2340",0.333,0.345,0.322,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ae2 e5"
"B51","Sicilian, Canal-Sokolsky (Rossolimo) Attack","1 e4 c5 2 Nf3 d6 3 Bb5+","B","Semi-Open (exc French)","Sicilian Defense, Canal Attack","https://old.chesstempo.com/gamedb/opening/2035","white",13737,"B51","21-03-2021",2314,"2285",0.306,0.335,0.359,"1.e4 c5 2.Cf3 d6 3.Ab5+"
"B52","Sicilian, Canal-Sokolsky (Rossolimo) Attack","1 e4 c5 2 Nf3 d6 3 Bb5+ Bd7","B","Semi-Open (exc French)","Sicilian Defense, Canal Attack, Dorfman Gambit","https://old.chesstempo.com/gamedb/opening/2036","white",1,"B52","1978-04",2950,"2560",1,0.897,0.334,"1.e4 c5 2.Cf3 d6 3.Ab5+ Cc6 4.O-O Ad7 5.De2 g6 6.e5"
"B53","Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Qxd4","B","Semi-Open (exc French)","Sicilian Defense, Chekhover Variation","https://old.chesstempo.com/gamedb/opening/2041","white",10087,"B53","28-03-2021",2250,"2221",0.405,0.286,0.308,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Dxd4"
"B57","Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 Nc6 6 Bc4","B","Semi-Open (exc French)","Sicilian Defense, Classical Variation, Anti-Sozin Variation","https://old.chesstempo.com/gamedb/opening/2044","black",3970,"B57","22-01-2021",2341,"2357",0.383,0.295,0.322,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6 6.Ac4 Db6"
"B56","Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3","B","Semi-Open (exc French)","Sicilian Defense, Classical Variation, General","https://old.chesstempo.com/gamedb/opening/2046","black",8488,"B56","13-03-2021",2211,"2241",0.395,0.277,0.328,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6"
"B30","Sicilian","1 e4 c5 2 Nf3 Nc6","B","Semi-Open (exc French)","Sicilian Defense, Closed Sicilian, Anti-Sveshnikov Variation, Kharlov-Kramnik Line","https://old.chesstempo.com/gamedb/opening/1426","black",226,"B30","14-02-2020",2377,"2408",0.168,0.469,0.363,"1.e4 c5 2.Cc3 Cc6 3.Cf3 e5 4.Ac4 d6 5.d3 Ae7 6.Cd2 Ag5"
"B25","Sicilian, Closed","1 e4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6","B","Semi-Open (exc French)","Sicilian Defense, Closed Variation","https://old.chesstempo.com/gamedb/opening/2047","white",4418,"B25","18-12-2020",2187,"2168",0.293,0.299,0.409,"1.e4 c5 2.Cc3 Cc6 3.g3 g6 4.Ag2 Ag7 5.d3 d6 6.f4"
"B23","Sicilian, Closed","1 e4 c5 2 Nc3","B","Semi-Open (exc French)","Sicilian Defense, Closed Variation","https://old.chesstempo.com/gamedb/opening/2049","white",26402,"B23","28-03-2021",2112,"2087",0.372,0.239,0.389,"1.e4 c5 2.Cc3"
"B26","Sicilian, Closed, 6.Be3","1 e4 c5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6 6 Be3","B","Semi-Open (exc French)","Sicilian Defense, Closed Variation","https://old.chesstempo.com/gamedb/opening/2048","white",6495,"B26","28-03-2021",2171,"2154",0.308,0.295,0.397,"1.e4 c5 2.Cc3 Cc6 3.g3 g6 4.Ag2 Ag7 5.d3 d6 6.Ae3"
"B24","Sicilian, Closed","1 e4 c5 2 Nc3 Nc6 3 g3","B","Semi-Open (exc French)","Sicilian Defense, Closed Variation, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/2054","white",10755,"B24","27-03-2021",2125,"2100",0.331,0.264,0.405,"1.e4 c5 2.Cc3 Cc6 3.g3"
"B40","Sicilian","1 e4 c5 2 Nf3 e6","B","Semi-Open (exc French)","Sicilian Defense, Delayed Alapin Variation","https://old.chesstempo.com/gamedb/opening/1884","white",10896,"B40","16-03-2021",2260,"2232",0.331,0.339,0.33,"1.e4 c5 2.Cf3 e6 3.c3"
"B50","Sicilian","1 e4 c5 2 Nf3 d6","B","Semi-Open (exc French)","Sicilian Defense, Delayed Alapin","https://old.chesstempo.com/gamedb/opening/2057","white",12106,"B50","01-04-2021",2219,"2202",0.393,0.277,0.33,"1.e4 c5 2.Cf3 d6 3.c3"
"B28","Sicilian, O'Kelly Variation","1 e4 c5 2 Nf3 a6","B","Semi-Open (exc French)","Sicilian Defense, Double-Dutch Gambit","https://old.chesstempo.com/gamedb/opening/2060","black",4,"B28","15-07-2018",2300,"2348",0.25,0.25,0.5,"1.e4 c5 2.Cf3 f5 3.exf5 Ch6"
"B72","Sicilian, Dragon","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Classical Variation","https://old.chesstempo.com/gamedb/opening/2061","white",406,"B72","23-01-2021",2266,"2222",0.397,0.266,0.337,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae2 Ag7 7.Ae3 Cc6 8.Cb3"
"B73","Sicilian, Dragon, Classical","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 Be2 Nc6 8 O-O","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Classical Variation","https://old.chesstempo.com/gamedb/opening/2064","black",1032,"B73","02-03-2021",2114,"2138",0.394,0.253,0.353,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae2 Ag7 7.Ae3 Cc6"
"B74","Sicilian, Dragon, Classical","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 Be2 Nc6 8 O-O O-O 9 Nb3","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Classical Variation, Alekhine Line","https://old.chesstempo.com/gamedb/opening/2065","black",189,"B74","24-01-2020",2283,"2273",0.397,0.307,0.296,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae2 Ag7 7.Ae3 Cc6 8.O-O O-O 9.Cb3 a5"
"B70","Sicilian, Dragon Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/2072","white",1627,"B70","20-03-2021",2284,"2265",0.44,0.28,0.28,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.g3"
"B71","Sicilian, Dragon, Levenfish Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 f4","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Levenfish Variation","https://old.chesstempo.com/gamedb/opening/2074","white",1091,"B71","27-03-2021",2128,"2109",0.457,0.217,0.325,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.f4"
"B78","Sicilian, Dragon, Yugoslav Attack, 10.castle long","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O 8 Qd2 Nc6 9 Bc4 Bd7 10 O-O-O","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Yugoslav Attack","https://old.chesstempo.com/gamedb/opening/2080","white",3292,"B78","21-01-2021",2206,"2182",0.441,0.223,0.336,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae3 Ag7 7.f3 O-O 8.Dd2 Cc6 9.Ac4 Ad7 10.O-O-O"
"B77","Sicilian, Dragon, Yugoslav Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O 8 Qd2 Nc6 9 Bc4","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Yugoslav Attack","https://old.chesstempo.com/gamedb/opening/2077","black",3256,"B77","12-03-2021",2169,"2197",0.3,0.235,0.465,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae3 Ag7 7.f3 O-O 8.Dd2 Cc6 9.Ac4 Ad7"
"B76","Sicilian, Dragon, Yugoslav Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Yugoslav Attack","https://old.chesstempo.com/gamedb/opening/2078","black",613,"B76","12-03-2021",1974,"2037",0.25,0.201,0.55,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae3 Ag7 7.f3 O-O"
"B75","Sicilian, Dragon, Yugoslav Attack","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Yugoslav Attack, Early deviations","https://old.chesstempo.com/gamedb/opening/2829","white",1018,"B75","17-12-2020",2212,"2171",0.454,0.21,0.336,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae3 Ag7 7.f3"
"B79","Sicilian, Dragon, Yugoslav Attack, 12.h4","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 g6 6 Be3 Bg7 7 f3 O-O 8 Qd2 Nc6 9 Bc4 Bd7 10 O-O-O Qa5 11 Bb3 Rfc8 12 h4","B","Semi-Open (exc French)","Sicilian Defense, Dragon Variation, Yugoslav Attack, Soltis Variation","https://old.chesstempo.com/gamedb/opening/2085","black",45,"B79","08-12-2019",2206,"2202",0.4,0.178,0.422,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 g6 6.Ae3 Ag7 7.f3 O-O 8.Dd2 Cc6 9.Ac4 Ad7 10.O-O-O Da5 11.Ab3 Tfc8 12.h4 h5"
"B32","Sicilian","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4 e5","B","Semi-Open (exc French)","Sicilian Defense, Flohr Variation","https://old.chesstempo.com/gamedb/opening/2087","black",813,"B32","25-02-2021",2296,"2312",0.389,0.29,0.321,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 Dc7"
"B45","Sicilian, Taimanov","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 Nc6 5 Nc3","B","Semi-Open (exc French)","Sicilian Defense, Four Knights Variation","https://old.chesstempo.com/gamedb/opening/2088","black",7503,"B45","10-03-2021",2127,"2147",0.306,0.314,0.38,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 Cc6"
"B21","Sicilian, 2.f4 and 2.d4","1 e4 c5 2 f4","B","Semi-Open (exc French)","Sicilian Defense, Halasz Gambit","https://old.chesstempo.com/gamedb/opening/2099","white",21,"B21","23-09-2016",1837,"1840",0.286,0.238,0.476,"1.e4 c5 2.d4 cxd4 3.f4"
"B41","Sicilian, Kan","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6","B","Semi-Open (exc French)","Sicilian Defense, Kan Variation","https://old.chesstempo.com/gamedb/opening/2105","black",1453,"B41","25-05-2010",2255,"2268",0.435,0.261,0.304,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 a6"
"B43","Sicilian, Kan, 5.Nc3","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6 5 Nc3","B","Semi-Open (exc French)","Sicilian Defense, Kan Variation, Knight Variation","https://old.chesstempo.com/gamedb/opening/2106","white",16449,"B43","01-04-2021",2234,"2203",0.357,0.259,0.384,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 a6 5.Cc3"
"B42","Sicilian, Kan","1 e4 c5 2 Nf3 e6 3 d4 cxd4 4 Nxd4 a6 5 Bd3","B","Semi-Open (exc French)","Sicilian Defense, Kan Variation, Modern Variation","https://old.chesstempo.com/gamedb/opening/2110","white",13427,"B42","28-03-2021",2300,"2257",0.401,0.291,0.309,"1.e4 c5 2.Cf3 e6 3.d4 cxd4 4.Cxd4 a6 5.Ad3"
"B33","Sicilian","1 e4 c5 2 Nf3 Nc6 3 d4 cxd4 4 Nxd4","B","Semi-Open (exc French)","Sicilian Defense, Lasker-Pelikan Variation, Bird Variation","https://old.chesstempo.com/gamedb/opening/2123","black",1362,"B33","15-02-2021",2182,"2243",0.268,0.289,0.444,"1.e4 c5 2.Cf3 Cc6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 e5 6.Cdb5 d6 7.Ag5 a6 8.Ca3 Ae6"
"B54","Sicilian","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4","B","Semi-Open (exc French)","Sicilian Defense, Modern Variations","https://old.chesstempo.com/gamedb/opening/2135","white",2095,"B54","19-01-2021",2051,"2013",0.518,0.197,0.285,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4"
"B98","Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4 Be7","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation","https://old.chesstempo.com/gamedb/opening/2148","black",1228,"B98","20-02-2021",2040,"2063",0.309,0.202,0.489,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ag5 e6 7.f4 Ae7"
"B95","Sicilian, Najdorf, 6...e6","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation","https://old.chesstempo.com/gamedb/opening/2146","black",3127,"B95","16-03-2021",2188,"2181",0.44,0.205,0.355,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ag5 e6"
"B96","Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation","https://old.chesstempo.com/gamedb/opening/2147","white",4969,"B96","27-03-2021",2300,"2269",0.369,0.269,0.362,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ag5 e6 7.f4"
"B94","Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation","https://old.chesstempo.com/gamedb/opening/2149","white",4809,"B94","17-03-2021",2257,"2219",0.364,0.24,0.396,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ag5"
"B90","Sicilian, Najdorf","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Adams Attack","https://old.chesstempo.com/gamedb/opening/2150","white",6212,"B90","15-03-2021",2326,"2299",0.414,0.272,0.315,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.h3"
"B93","Sicilian, Najdorf, 6.f4","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 f4","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Amsterdam Variation","https://old.chesstempo.com/gamedb/opening/2151","white",6159,"B93","17-03-2021",2336,"2309",0.381,0.292,0.327,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.f4"
"B99","Sicilian, Najdorf, 7...Be7 Main line","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Bg5 e6 7 f4 Be7 8 Qf3 Qc7 9 O-O-O Nbd7","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Main Line","https://old.chesstempo.com/gamedb/opening/2157","black",4109,"B99","12-02-2021",2154,"2197",0.313,0.227,0.46,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ag5 e6 7.f4 Ae7 8.Df3 Dc7 9.O-O-O Cbd7"
"B92","Sicilian, Najdorf, Opocensky Variation","1 e4 c5 2 Nf3 d6 3 d4 cxd4 4 Nxd4 Nf6 5 Nc3 a6 6 Be2","B","Semi-Open (exc French)","Sicilian Defense, Najdorf Variation, Opocensky Variation","https://old.chesstempo.com/gamedb/opening/2159","white",7840,"B92","28-03-2021",2197,"2176",0.332,0.289,0.378,"1.e4 c5 2.Cf3 d6 3.d4 cxd4 4.Cxd4 Cf6 5.Cc3 a6 6.Ae2"
